,Tên_xe,hãng_xe,link_bài_viết,loại_xe,nguồn_gốc,số_km_đã_lái,màu,số_ghế,dung_tích_xi_lanh,loại_nguyên_liệu,số_sàn_hay_tự_động,dẫn_động,giá,năm_sản_xuất
865,Xe Mazda CX5 2.5 AT 2WD 2018,Mazda,xe-mazda-cx5-2.5-at-2wd-2018-4874300,SUV,Lắp ráp trong nước,"42,000 Km",Xanh,5 chỗ,2.5 L,,Số tự động,FWD - Dẫn động cầu trước,25000000,2018
866,Xe Mitsubishi Triton 4x2 AT Mivec 2019,Mitsubishi,xe-mitsubishi-triton-4x2-at-mivec-2019-4864814,Bán tải / Pickup,Nhập khẩu,0 Km,Đen,5 chỗ,2.4 L,,Số tự động,RFD - Dẫn động cầu sau,85000000,2019
867,Xe Hyundai Tucson 1.6 AT Turbo 2018,Hyundai,xe-hyundai-tucson-1.6-at-turbo-2018-4847372,Crossover,Lắp ráp trong nước,0 Km,Cát,5 chỗ,1.6 L,,Số tự động,FWD - Dẫn động cầu trước,10000000,2018
868,Xe Ford Tourneo Limousine 2.0 AT 2019,Ford,xe-ford-tourneo-limousine-2.0-at-2019-4934945,Van/Minivan,Lắp ráp trong nước,"36,000 Km",Trắng,7 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,89000000,2019
869,Xe Toyota Vios E 1.5AT CVT 2016,Toyota,xe-toyota-vios-e-1.5at-cvt-2016-4935432,Sedan,Lắp ráp trong nước,"10,000 Km",Vàng,5 chỗ,,Xăng,Số tự động,FWD - Dẫn động cầu trước,95000000,2016
870,Xe Lexus IS 300 F Sport 2022,Lexus,xe-lexus-is-300-f-sport-2022-4905111,Sedan,Nhập khẩu,700 Km,Xanh,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,2290000000,2022
871,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,Ford,xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-4512439,Bán tải / Pickup,Lắp ráp trong nước,0 Km,Bạc,5 chỗ,2.0 L,,Số tự động,4WD - Dẫn động 4 bánh,10000000,2023
872,Xe Mitsubishi Triton Athlete 4x2 AT 2023,Mitsubishi,xe-mitsubishi-triton-athlete-4x2-at-2023-4922170,Bán tải / Pickup,Nhập khẩu,0 Km,Cam,5 chỗ,2.4 L,,Số tự động,RFD - Dẫn động cầu sau,20000000,2023
873,Xe Mercedes Benz S class S450L 2018,Mercedes Benz,xe-mercedes_benz-s_class-s450l-2018-4751237,Sedan,Lắp ráp trong nước,"20,000 Km",Trắng,5 chỗ,3.0 L,,Số tự động,RFD - Dẫn động cầu sau,2950000000,2018
874,Xe Kia Sorento Signature 2.2 AT AWD 2022,Kia,xe-kia-sorento-signature-2.2-at-awd-2022-4814865,SUV,Lắp ráp trong nước,"10,000 Km",Trắng,7 chỗ,2.2 L,,Số tự động,AWD - 4 bánh toàn thời gian,1285000000,2022
875,Xe Ford Everest 2.5L 4x2 MT 2014,Ford,xe-ford-everest-2.5l-4x2-mt-2014-4781621,SUV,Lắp ráp trong nước,"85,000 Km",Bạc,8 chỗ,2.5 L,,Số tay,RFD - Dẫn động cầu sau,55000000,2014
876,Xe Volvo S90 Inscription LWB B6 AWD 2022,Volvo,xe-volvo-s90-inscription-lwb-b6-awd-2022-4931179,Sedan,Nhập khẩu,"3,000 Km",Đen,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,2199000000,2022
877,Xe Volvo V60 Cross Country B5 AWD 2022,Volvo,xe-volvo-v60-cross-country-b5-awd-2022-4839945,Wagon,Nhập khẩu,"4,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,2499000000,2022
878,Xe Volvo XC60 T6 AWD Inscription 2020,Volvo,xe-volvo-xc60-t6-awd-inscription-2020-4930914,SUV,Nhập khẩu,"40,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,1759000000,2020
879,Xe Volvo XC90 T6 Inscription 2017,Volvo,xe-volvo-xc90-t6-inscription-2017-4839259,SUV,Nhập khẩu,"43,000 Km",Đen,7 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,2679000000,2017
880,Xe Toyota Fortuner 2.4G 4x2 MT 2022,Toyota,xe-toyota-fortuner-2.4g-4x2-mt-2022-3121183,SUV,Lắp ráp trong nước,0 Km,Bạc,7 chỗ,2.4 L,,Số tay,RFD - Dẫn động cầu sau,1026000000,2022
881,Xe Audi Q5 2.0 AT 2013,Audi,xe-audi-q5-2.0-at-2013-4930776,SUV,Nhập khẩu,"59,500 Km",Đen,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,90000000,2013
882,Xe Chevrolet Captiva LTZ 2.4 AT 2014,Chevrolet,xe-chevrolet-captiva-ltz-2.4-at-2014-4925106,SUV,Lắp ráp trong nước,"80,000 Km",Đen,7 chỗ,2.4 L,,Số tự động,FWD - Dẫn động cầu trước,79000000,2014
883,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2023,Ford,xe-ford-everest-titanium-plus-2.0l-4x4-at-2023-4811042,SUV,Nhập khẩu,0 Km,Đen,7 chỗ,2.0 L,,Số tự động,4WD - Dẫn động 4 bánh,1403000000,2023
884,Xe Hyundai Creta Tiêu chuẩn 1.5 AT 2022,Hyundai,xe-hyundai-creta-tieu-chuan-1.5-at-2022-4293288,Crossover,Nhập khẩu,0 Km,Đỏ,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,85000000,2022
885,Xe Mercedes Benz GLC 300 4Matic 2019,Mercedes Benz,xe-mercedes_benz-glc-300-4matic-2019-4917221,SUV,Lắp ráp trong nước,"25,000 Km",Đen,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,1579000000,2019
886,Xe Volvo XC60 Recharge T8 AWD 2022,Volvo,xe-volvo-xc60-recharge-t8-awd-2022-4824254,SUV,Nhập khẩu,"6,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,2779000000,2022
887,Xe Mazda 3 3 HB_FL 2017,Mazda,xe-mazda-3-3-hb_fl-2017-4934617,Hatchback,Lắp ráp trong nước,"34,300 Km",Trắng,5 chỗ,,Xăng,Số tự động,FWD - Dẫn động cầu trước,80000000,2017
888,Xe Toyota Corolla altis 2.0V 2011,Toyota,xe-toyota-corolla_altis-2.0v-2011-4871427,Sedan,Lắp ráp trong nước,"90,000 Km",Xanh,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,78000000,2011
889,Xe Kia Soluto 1.4 AT Deluxe 2020,Kia,xe-kia-soluto-1.4-at-deluxe-2020-4929768,Sedan,Lắp ráp trong nước,"40,000 Km",Đỏ,5 chỗ,1.4 L,,Số tự động,FWD - Dẫn động cầu trước,80000000,2020
890,Xe Isuzu QLR210 Thùng đông 2023,Isuzu,xe-isuzu-khac-qlr210-thung-dong-2023-4898568,Truck,Lắp ráp trong nước,0 Km,Trắng,3 chỗ,,diesel,Số tay,RFD - Dẫn động cầu sau,83000000,2023
891,Xe Toyota Fortuner 2.4G 4x2 MT 2017,Toyota,xe-toyota-fortuner-2.4g-4x2-mt-2017-4899255,SUV,Nhập khẩu,68 Km,Trắng,8 chỗ,2.4 L,,Số tay,RFD - Dẫn động cầu sau,20000000,2017
892,Xe Mercedes Benz S class S400L 2016,Mercedes Benz,xe-mercedes_benz-s_class-s400l-2016-4931857,Sedan,Lắp ráp trong nước,"80,000 Km",Trắng,5 chỗ,3.0 L,,Số tự động,RFD - Dẫn động cầu sau,2150000000,2016
893,Xe Hyundai SantaFe Premium 2.2L HTRAC 2020,Hyundai,xe-hyundai-santafe-premium-2.2l-htrac-2020-4920433,SUV,Lắp ráp trong nước,"40,000 Km",Trắng,7 chỗ,2.2 L,,Số tự động,AWD - 4 bánh toàn thời gian,99000000,2020
894,Xe Kia Sonet Premium 1.5 AT 2023,Kia,xe-kia-sonet-premium-1.5-at-2023-4840737,Crossover,Lắp ráp trong nước,0 Km,Đỏ,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,24000000,2023
895,Xe Ford Ranger Raptor 2.0L 4x4 AT 2023,Ford,xe-ford-ranger-raptor-2.0l-4x4-at-2023-4894435,Bán tải / Pickup,Nhập khẩu,0 Km,Xanh,5 chỗ,2.0 L,,Số tự động,4WD - Dẫn động 4 bánh,1269000000,2023
896,Xe Kia Cerato 1.6 AT 2018,Kia,xe-kia-cerato-1.6-at-2018-4829207,Sedan,Lắp ráp trong nước,"33,800 Km",Bạc,5 chỗ,1.6 L,,Số tự động,FWD - Dẫn động cầu trước,85000000,2018
897,Xe Honda CRV G 2023,Honda,xe-honda-crv-g-2023-4513369,SUV,Lắp ráp trong nước,0 Km,Đen,7 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,23000000,2023
898,Xe Lexus ES 250 F Sport 2022,Lexus,xe-lexus-es-250-f-sport-2022-4916809,Sedan,Nhập khẩu,"20,000 Km",Trắng,5 chỗ,2.5 L,,Số tự động,FWD - Dẫn động cầu trước,2550000000,2022
899,Xe VinFast VF8 Eco 2022,VinFast,xe-vinfast-vf8-eco-2022-4617800,SUV,Lắp ráp trong nước,0 Km,Bạc,5 chỗ,0.2 L,,Số tự động,AWD - 4 bánh toàn thời gian,1057000000,2022
900,Xe Ford Ranger XLS 2.0L 4x2 AT 2022,Ford,xe-ford-ranger-xls-2.0l-4x2-at-2022-4549523,Bán tải / Pickup,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,2.2 L,,Số tự động,RFD - Dẫn động cầu sau,88000000,2022
901,Xe Porsche Macan 2.0 2015,Porsche,xe-porsche-macan-2.0-2015-4935435,Crossover,Nhập khẩu,"50,000 Km",-,5 chỗ,,Xăng,Số tự động,-,2179000000,2015
902,Xe Honda HRV L 2023,Honda,xe-honda-hrv-l-2023-4444587,Crossover,Nhập khẩu,0 Km,Đỏ,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,31000000,2023
903,Xe Hyundai Accent 1.4 AT Đặc Biệt 2022,Hyundai,xe-hyundai-accent-1.4-at-dac-biet-2022-2457664,Sedan,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,1.4 L,,Số tự động,FWD - Dẫn động cầu trước,82000000,2022
904,Xe Mazda CX5 2.5 AT 2016,Mazda,xe-mazda-cx5-2.5-at-2016-4934303,SUV,Lắp ráp trong nước,"42,000 Km",Cát,5 chỗ,2.5 L,,Số tự động,FWD - Dẫn động cầu trước,30000000,2016
905,Xe BMW 3 Series 320i 2009,BMW,xe-bmw-3_series-320i-2009-4914622,Sedan,Nhập khẩu,"100,000 Km",Đồng,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,20000000,2009
906,Xe Mazda 3 1.5L Luxury 2019,Mazda,xe-mazda-3-1.5l-luxury-2019-4828390,Sedan,Lắp ráp trong nước,"62,000 Km",Đỏ,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,55000000,2019
907,Xe Gaz Sadko 2002,Gaz,xe-gaz-khac-sadko-2002-4931920,Wagon,Nhập khẩu,1 Km,Xanh,2 chỗ,,diesel,Số tay,4WD hoặc AWD,0,2002
908,Xe Honda CRV LSE 2023,Honda,xe-honda-crv-lse-2023-4930841,SUV,Lắp ráp trong nước,0 Km,Đen,7 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,1138000000,2023
909,Xe Kia Cerato 1.6 AT Luxury 2019,Kia,xe-kia-cerato-1.6-at-luxury-2019-4897658,Sedan,Lắp ráp trong nước,"41,000 Km",Trắng,5 chỗ,1.6 L,,Số tự động,FWD - Dẫn động cầu trước,35000000,2019
910,Xe Mercedes Benz Maybach S450 4Matic 2020,Mercedes Benz,xe-mercedes_benz-maybach-s450-4matic-2020-4834510,Sedan,Nhập khẩu,"10,800 Km",Xanh,5 chỗ,3.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,6999000000,2020
911,Xe Hyundai Accent 1.4 AT Đặc Biệt 2022,Hyundai,xe-hyundai-accent-1.4-at-dac-biet-2022-3592384,Sedan,Lắp ráp trong nước,0 Km,Đỏ,5 chỗ,1.4 L,,Số tự động,FWD - Dẫn động cầu trước,10000000,2022
912,Xe Toyota Camry 2.5Q 2013,Toyota,xe-toyota-camry-2.5q-2013-4651445,Sedan,Lắp ráp trong nước,0 Km,Đen,5 chỗ,2.5 L,,Số tự động,FWD - Dẫn động cầu trước,75000000,2013
913,Xe Ford Ranger Raptor 2.0L 4x4 AT 2021,Ford,xe-ford-ranger-raptor-2.0l-4x4-at-2021-4857253,Bán tải / Pickup,Nhập khẩu,"38,000 Km",Đen,5 chỗ,2.0 L,,Số tự động,4WD - Dẫn động 4 bánh,1099000000,2021
914,Xe Toyota Prado GX 2.7 AT 2009,Toyota,xe-toyota-prado-gx-2.7-at-2009-4883018,SUV,Nhập khẩu,"116,000 Km",Xanh,7 chỗ,2.7 L,,Số tự động,4WD - Dẫn động 4 bánh,80000000,2009
915,Xe Toyota Corolla Cross 1.8G 2022,Toyota,xe-toyota-corolla_cross-1.8g-2022-4915644,SUV,Nhập khẩu,0 Km,Đen,5 chỗ,1.8 L,,Số tự động,FWD - Dẫn động cầu trước,20000000,2022
916,Xe Mitsubishi Triton 4x2 AT Mivec 2018,Mitsubishi,xe-mitsubishi-triton-4x2-at-mivec-2018-4880198,Bán tải / Pickup,Nhập khẩu,"80,000 Km",Xám,5 chỗ,2.4 L,,Số tự động,RFD - Dẫn động cầu sau,18000000,2018
917,Xe Ford Ranger Raptor 2.0L 4x4 AT 2019,Ford,xe-ford-ranger-raptor-2.0l-4x4-at-2019-4934940,Bán tải / Pickup,Nhập khẩu,"83,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,4WD - Dẫn động 4 bánh,96000000,2019
918,Xe Ford Ranger Wildtrak 3.2L 4x4 AT 2016,Ford,xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-4656861,Bán tải / Pickup,Nhập khẩu,"88,000 Km",Cam,5 chỗ,3.2 L,,Số tự động,4WD - Dẫn động 4 bánh,25000000,2016
919,Xe Toyota Fortuner 2.8V 4x4 AT 2021,Toyota,xe-toyota-fortuner-2.8v-4x4-at-2021-4919994,SUV,Lắp ráp trong nước,"20,000 Km",Đen,7 chỗ,2.8 L,,Số tự động,4WD - Dẫn động 4 bánh,1185000000,2021
920,Xe Toyota Fortuner Legender 2.8L 4x4 AT 2022,Toyota,xe-toyota-fortuner-legender-2.8l-4x4-at-2022-4652409,SUV,Lắp ráp trong nước,0 Km,Trắng,7 chỗ,2.8 L,,Số tự động,4WD - Dẫn động 4 bánh,1410000000,2022
921,Xe Ford Mustang 3.7L 2011,Ford,xe-ford-mustang-3.7l-2011-4808587,Coupe,Nhập khẩu,"32,000 Km",Đỏ,4 chỗ,3.7 L,,Số tự động,RFD - Dẫn động cầu sau,1888000000,2011
922,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,Ford,xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-4623550,Bán tải / Pickup,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,2.0 L,,Số tự động,4WD - Dẫn động 4 bánh,10000000,2023
923,Xe Mercedes Benz GLS 450 4Matic 2021,Mercedes Benz,xe-mercedes_benz-gls-450-4matic-2021-4922488,SUV,Nhập khẩu,"8,822 Km",Xanh,7 chỗ,3.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,4738000000,2021
924,Xe Mercedes Benz GLC 300 4Matic 2017,Mercedes Benz,xe-mercedes_benz-glc-300-4matic-2017-4928871,SUV,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,1220000000,2017
925,Xe Mitsubishi Triton 4x2 AT 2023,Mitsubishi,xe-mitsubishi-triton-4x2-at-2023-4922138,Bán tải / Pickup,Nhập khẩu,0 Km,Đen,5 chỗ,2.4 L,,Số tự động,RFD - Dẫn động cầu sau,95000000,2023
926,Xe Mercedes Benz GLS 450 4Matic 2020,Mercedes Benz,xe-mercedes_benz-gls-450-4matic-2020-4879359,SUV,Nhập khẩu,"16,688 Km",Đen,7 chỗ,3.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,4598000000,2020
927,Xe Ford Ranger XLT 4x4 MT 2005,Ford,xe-ford-ranger-xlt-4x4-mt-2005-4847164,Bán tải / Pickup,Lắp ráp trong nước,"15,000 Km",Xám,5 chỗ,2.5 L,,Số tay,4WD - Dẫn động 4 bánh,15000000,2005
928,Xe Toyota Fortuner 2.4L 4x2 MT 2023,Toyota,xe-toyota-fortuner-2.4l-4x2-mt-2023-4714499,SUV,Lắp ráp trong nước,0 Km,Đen,7 chỗ,2.4 L,,Số tay,RFD - Dẫn động cầu sau,1026000000,2023
929,Xe Hyundai i10 Grand 1.2 MT Base 2016,Hyundai,xe-hyundai-i10-grand-1.2-mt-base-2016-4882933,Sedan,Nhập khẩu,0 Km,Bạc,5 chỗ,1.25 L,,Số tay,FWD - Dẫn động cầu trước,48000000,2016
930,Xe Mercedes Benz E class E200 Exclusive 2023,Mercedes Benz,xe-mercedes_benz-e_class-e200-exclusive-2023-4418822,Sedan,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,2540000000,2023
931,Xe Mercedes Benz C class C200 2017,Mercedes Benz,xe-mercedes_benz-c_class-c200-2017-4895698,Sedan,Lắp ráp trong nước,"40,000 Km",Trắng,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,80000000,2017
932,Xe Toyota Yaris 1.3at 2008,Toyota,xe-toyota-yaris-1.3at-2008-4935418,Hatchback,Nhập khẩu,"100,000 Km",Trắng,5 chỗ,,Xăng,Số tự động,FWD - Dẫn động cầu trước,65000000,2008
933,Xe Honda City RS 1.5 AT 2023,Honda,xe-honda-city-rs-1.5-at-2023-4631858,Sedan,Lắp ráp trong nước,0 Km,Xanh,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,39000000,2023
934,Xe Honda Civic G 1.5 AT 2023,Honda,xe-honda-civic-g-1.5-at-2023-4266574,Sedan,Nhập khẩu,0 Km,Xám,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,70000000,2023
935,Xe Hyundai i10 Grand 1.2 AT 2016,Hyundai,xe-hyundai-i10-grand-1.2-at-2016-4904697,Hatchback,Nhập khẩu,"30,000 Km",Đỏ,5 chỗ,1.25 L,,Số tự động,FWD - Dẫn động cầu trước,39000000,2016
936,Xe Ford Territory Titanium 1.5 AT 2023,Ford,xe-ford-territory-titanium-1.5-at-2023-4693206,SUV,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,59000000,2023
937,Xe Toyota Fortuner 2.4G 4x2 AT 2021,Toyota,xe-toyota-fortuner-2.4g-4x2-at-2021-4920156,SUV,Lắp ráp trong nước,"59,000 Km",Đen,7 chỗ,2.4 L,,Số tự động,RFD - Dẫn động cầu sau,1035000000,2021
938,Xe Lexus LX 570 Super Sport 2018,Lexus,xe-lexus-lx-570-super-sport-2018-4925937,SUV,Nhập khẩu,"60,000 Km",Đen,7 chỗ,5.7 L,,Số tự động,AWD - 4 bánh toàn thời gian,7450000000,2018
939,Xe Kia Carnival Signature 2.2D 2023,Kia,xe-kia-carnival-signature-2.2d-2023-4915072,Van/Minivan,Lắp ráp trong nước,0 Km,Xanh,7 chỗ,2.2 L,,Số tự động,FWD - Dẫn động cầu trước,1529000000,2023
940,Xe Mercedes Benz S class S400L 2014,Mercedes Benz,xe-mercedes_benz-s_class-s400l-2014-4906510,Sedan,Lắp ráp trong nước,"45,000 Km",Trắng,5 chỗ,3.0 L,,Số tự động,RFD - Dẫn động cầu sau,1750000000,2014
941,Xe Toyota Prado VX 2.7L 2019,Toyota,xe-toyota-prado-vx-2.7l-2019-4882797,SUV,Nhập khẩu,0 Km,Đen,7 chỗ,2.7 L,,Số tự động,4WD - Dẫn động 4 bánh,2145000000,2019
942,Xe Ford EcoSport Titanium 1.5L AT 2018,Ford,xe-ford-ecosport-titanium-1.5l-at-2018-4927734,SUV,Lắp ráp trong nước,"50,000 Km",Nâu,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,29000000,2018
943,Xe Toyota Zace 1.8 2005,Toyota,xe-toyota-zace-1.8-2005-4935412,SUV,Lắp ráp trong nước,"150,000 Km",Vàng,7 chỗ,,Xăng,Số tay,FWD - Dẫn động cầu trước,79000000,2005
944,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2023,Ford,xe-ford-everest-titanium-plus-2.0l-4x4-at-2023-4901963,SUV,Nhập khẩu,0 Km,Đen,7 chỗ,2.0 L,,Số tự động,4WD - Dẫn động 4 bánh,1419000000,2023
945,Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2023,Ford,xe-ford-everest-titanium-plus-2.0l-4x4-at-2023-4473341,SUV,Nhập khẩu,0 Km,Đỏ,7 chỗ,2.0 L,,Số tự động,4WD - Dẫn động 4 bánh,1452000000,2023
946,Xe Ford Ranger XLS 2.2L 4x2 MT 2017,Ford,xe-ford-ranger-xls-2.2l-4x2-mt-2017-4862445,Bán tải / Pickup,Nhập khẩu,"90,000 Km",Xanh,5 chỗ,2.2 L,,Số tay,RFD - Dẫn động cầu sau,65000000,2017
947,Xe Kia K5 Luxury 2.0 AT 2022,Kia,xe-kia-k5-luxury-2.0-at-2022-4881418,Sedan,Lắp ráp trong nước,"11,000 Km",Đen,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,35000000,2022
948,Xe Mercedes Benz C class C200 Avantgarde 2023,Mercedes Benz,xe-mercedes_benz-c_class-c200-avantgarde-2023-4904840,Sedan,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,1.5 L,,Số tự động,RFD - Dẫn động cầu sau,1539000000,2023
949,Xe Hyundai Tucson 2.0 ATH 2020,Hyundai,xe-hyundai-tucson-2.0-ath-2020-4907550,Crossover,Lắp ráp trong nước,"9,999 Km",Đỏ,5 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,5000000,2020
950,Xe Toyota Corolla altis 1.8G 2023,Toyota,xe-toyota-corolla_altis-1.8g-2023-4504146,Sedan,Nhập khẩu,0 Km,Trắng,5 chỗ,1.8 L,,Số tự động,FWD - Dẫn động cầu trước,19000000,2023
951,Xe Mitsubishi Xpander 1.5 AT 2022,Mitsubishi,xe-mitsubishi-xpander-1.5-at-2022-4834631,SUV,Nhập khẩu,0 Km,Trắng,7 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,88000000,2022
952,Xe Hyundai i10 1.2 2016,Hyundai,xe-hyundai-i10-1.2-2016-4935417,Hatchback,Nhập khẩu,"80,000 Km",Bạc,5 chỗ,,Xăng,Số tự động,FWD - Dẫn động cầu trước,19000000,2016
953,Xe Hyundai SantaFe Tiêu chuẩn 2.5L 2022,Hyundai,xe-hyundai-santafe-tieu-chuan-2.5l-2022-4724280,SUV,Lắp ráp trong nước,0 Km,Đỏ,7 chỗ,2.5 L,,Số tự động,FWD - Dẫn động cầu trước,1000000000,2022
954,Xe Mercedes Benz GLC 300 4Matic 2022,Mercedes Benz,xe-mercedes_benz-glc-300-4matic-2022-4567504,SUV,Lắp ráp trong nước,0 Km,Đen,5 chỗ,2.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,2639000000,2022
955,Xe Peugeot Traveller Luxury 2019,Peugeot,xe-peugeot-traveller-luxury-2019-4698523,Van/Minivan,Lắp ráp trong nước,"47,000 Km",Xám,7 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,1100000000,2019
956,Xe LandRover Range Rover Vogue 3.0 Td6 2014,LandRover,xe-landrover-range_rover-vogue-3.0-td6-2014-4873844,SUV,Nhập khẩu,"46,000 Km",Đen,5 chỗ,3.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,3399000000,2014
957,Xe Toyota Prado VX 2.7L 2019,Toyota,xe-toyota-prado-vx-2.7l-2019-4654368,SUV,Nhập khẩu,"38,000 Km",Cát,7 chỗ,2.7 L,,Số tự động,4WD - Dẫn động 4 bánh,2290000000,2019
958,Xe Suzuki Swift RS 2016,Suzuki,xe-suzuki-swift-rs-2016-4888055,Hatchback,Lắp ráp trong nước,"47,000 Km",Trắng,5 chỗ,1.4 L,,Số tự động,FWD - Dẫn động cầu trước,20000000,2016
959,Xe Mazda 2 1.5 AT 2018,Mazda,xe-mazda-2-1.5-at-2018-4864150,Hatchback,Lắp ráp trong nước,0 Km,Trắng,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,50000000,2018
960,Xe Kia Rondo GAT Deluxe 2019,Kia,xe-kia-rondo-gat-deluxe-2019-4857713,SUV,Lắp ráp trong nước,"48,000 Km",Trắng,7 chỗ,2.0 L,,Số tự động,FWD - Dẫn động cầu trước,98000000,2019
961,Xe Mercedes Benz E class E200 Exclusive 2022,Mercedes Benz,xe-mercedes_benz-e_class-e200-exclusive-2022-4930409,Sedan,Lắp ráp trong nước,"15,000 Km",Đỏ,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,1999000000,2022
962,Xe Honda CRV E 2023,Honda,xe-honda-crv-e-2023-4891959,SUV,Lắp ráp trong nước,0 Km,Xám,7 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,78000000,2023
963,Xe Toyota Corolla Cross 1.8V 2022,Toyota,xe-toyota-corolla_cross-1.8v-2022-3869821,SUV,Nhập khẩu,0 Km,Đen,5 chỗ,1.8 L,,Số tự động,FWD - Dẫn động cầu trước,26000000,2022
964,Xe Mercedes Benz GLC 200 2022,Mercedes Benz,xe-mercedes_benz-glc-200-2022-2267448,SUV,Lắp ráp trong nước,0 Km,Đen,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,1909000000,2022
965,Xe Honda City RS 1.5 AT 2022,Honda,xe-honda-city-rs-1.5-at-2022-4934924,Sedan,Lắp ráp trong nước,"28,000 Km",Đỏ,5 chỗ,1.5 L,,Số tự động,FWD - Dẫn động cầu trước,56000000,2022
966,Xe Ford Ranger Wildtrak 3.2L 4x4 AT 2017,Ford,xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-4884183,Bán tải / Pickup,Nhập khẩu,0 Km,Trắng,5 chỗ,3.2 L,,Số tự động,4WD - Dẫn động 4 bánh,80000000,2017
967,Xe VinFast VF8 Plus 2023,VinFast,xe-vinfast-vf8-plus-2023-4898684,SUV,Lắp ráp trong nước,0 Km,Xanh,5 chỗ,0.2 L,,Số tự động,AWD - 4 bánh toàn thời gian,7000000,2023
968,Xe Mercedes Benz E class E200 2014,Mercedes Benz,xe-mercedes_benz-e_class-e200-2014-4645615,Sedan,Lắp ráp trong nước,"72,000 Km",Nâu,5 chỗ,2.0 L,,Số tự động,RFD - Dẫn động cầu sau,35000000,2014
969,Xe Ford Fiesta 1.6 AT 2012,Ford,xe-ford-fiesta-1.6-at-2012-4857279,Sedan,Lắp ráp trong nước,"86,000 Km",Trắng,5 chỗ,1.6 L,,Số tự động,FWD - Dẫn động cầu trước,59000000,2012
970,Xe Mercedes Benz GLE Class GLE 450 4Matic 2020,Mercedes Benz,xe-mercedes_benz-gle_class-gle-450-4matic-2020-4837422,SUV,Nhập khẩu,"30,000 Km",Trắng,7 chỗ,3.0 L,,Số tự động,AWD - 4 bánh toàn thời gian,3390000000,2020
